"Statistic Label","Month","Local Electoral Area","Age Group","UNIT","VALUE"
"Booster 1","2022 April","Donegal, Donegal","12 years and over","%","56.9"
"Booster 1","2022 April","Letterkenny, Donegal","5 - 11 years","%","0"
"Booster 1","2022 April","Letterkenny, Donegal","12 years and over","%","50.7"
"Booster 1","2022 April","Lifford-Stranorlar, Donegal","5 - 11 years","%","0"
"Booster 1","2022 April","Lifford-Stranorlar, Donegal","12 years and over","%","48.3"
"Booster 1","2022 April","Conamara North, Galway County","5 - 11 years","%","0"
"Booster 1","2022 April","Conamara North, Galway County","12 years and over","%","60.3"
"Booster 1","2022 April","Tuam, Galway County","5 - 11 years","%","0"
"Booster 1","2022 April","Tuam, Galway County","12 years and over","%","56.9"
"Booster 1","2022 April","Ballinasloe, Galway County","5 - 11 years","%","0"
"Booster 1","2022 April","Ballinasloe, Galway County","12 years and over","%","57.9"
"Booster 1","2022 April","Loughrea, Galway County","5 - 11 years","%","0"
"Booster 1","2022 April","Loughrea, Galway County","12 years and over","%","55.7"
"Booster 1","2022 April","Athenry-Oranmore, Galway County","5 - 11 years","%","0"
"Booster 1","2022 April","Athenry-Oranmore, Galway County","12 years and over","%","58.2"
"Booster 1","2022 April","Gort-Kinvara, Galway County","5 - 11 years","%","0"
"Booster 1","2022 April","Gort-Kinvara, Galway County","12 years and over","%","57.8"
"Booster 1","2022 April","Conamara South, Galway County","5 - 11 years","%","0"
"Booster 1","2022 April","Conamara South, Galway County","12 years and over","%","61.5"
"Booster 1","2022 April","Galway City West, Galway City","5 - 11 years","%","0"
"Booster 1","2022 April","Galway City West, Galway City","12 years and over","%","60.4"
"Booster 1","2022 April","Galway City Central, Galway City","5 - 11 years","%","0"
"Booster 1","2022 April","Galway City Central, Galway City","12 years and over","%","52.8"
"Booster 1","2022 April","Galway City East, Galway City","5 - 11 years","%","0"
"Booster 1","2022 April","Galway City East, Galway City","12 years and over","%","49.8"
"Booster 1","2022 April","Listowel, Kerry","5 - 11 years","%","0"
"Booster 1","2022 April","Listowel, Kerry","12 years and over","%","63.8"
"Booster 1","2022 April","Castleisland, Kerry","5 - 11 years","%","0"
"Booster 1","2022 April","Castleisland, Kerry","12 years and over","%","62.6"
"Booster 1","2022 April","Killarney, Kerry","5 - 11 years","%","0"
"Booster 1","2022 April","Killarney, Kerry","12 years and over","%","53.8"
"Booster 1","2022 April","Kenmare, Kerry","5 - 11 years","%","0"
"Booster 1","2022 April","Kenmare, Kerry","12 years and over","%","61.1"
"Booster 1","2022 April","Corca Dhuibhne, Kerry","5 - 11 years","%","0"
"Booster 1","2022 April","Corca Dhuibhne, Kerry","12 years and over","%","63.5"
"Booster 1","2022 April","Tralee, Kerry","5 - 11 years","%","0"
"Booster 1","2022 April","Tralee, Kerry","12 years and over","%","58.1"
"Booster 1","2022 April","Maynooth, Kildare","5 - 11 years","%","0"
"Booster 1","2022 April","Maynooth, Kildare","12 years and over","%","51.4"
"Booster 1","2022 April","Celbridge, Kildare","5 - 11 years","%","0"
"Booster 1","2022 April","Celbridge, Kildare","12 years and over","%","62.5"
"Booster 1","2022 April","Naas, Kildare","5 - 11 years","%","0"
"Booster 1","2022 April","Naas, Kildare","12 years and over","%","57.9"
"Booster 1","2022 April","Athy, Kildare","5 - 11 years","%","0"
"Booster 1","2022 April","Athy, Kildare","12 years and over","%","56.1"
"Booster 1","2022 April","Kildare, Kildare","5 - 11 years","%","0"
"Booster 1","2022 April","Kildare, Kildare","12 years and over","%","52.8"
"Booster 1","2022 April","Clane, Kildare","5 - 11 years","%","0"
"Booster 1","2022 April","Clane, Kildare","12 years and over","%","55"
"Booster 1","2022 April","Leixlip, Kildare","5 - 11 years","%","0"
"Booster 1","2022 April","Leixlip, Kildare","12 years and over","%","59.8"
"Booster 1","2022 April","Newbridge, Kildare","5 - 11 years","%","0"
"Booster 1","2022 April","Newbridge, Kildare","12 years and over","%","56"
"Booster 1","2022 April","Castlecomer, Kilkenny","5 - 11 years","%","0"
"Booster 1","2022 April","Castlecomer, Kilkenny","12 years and over","%","61.7"
"Booster 1","2022 April","Kilkenny, Kilkenny","5 - 11 years","%","0"
"Booster 1","2022 April","Kilkenny, Kilkenny","12 years and over","%","56.7"
"Booster 1","2022 April","Piltown, Kilkenny","5 - 11 years","%","0"
"Booster 1","2022 April","Piltown, Kilkenny","12 years and over","%","56.7"
"Booster 1","2022 April","Callan-Thomastown, Kilkenny","5 - 11 years","%","0"
"Booster 1","2022 April","Callan-Thomastown, Kilkenny","12 years and over","%","63.2"
"Booster 1","2022 May","Borris-In-Ossory-Mountmellick, Laois","5 - 11 years","%","0"
"Booster 1","2022 May","Borris-In-Ossory-Mountmellick, Laois","12 years and over","%","59.5"
"Booster 1","2022 May","Portlaoise, Laois","5 - 11 years","%","0"
"Booster 1","2022 May","Portlaoise, Laois","12 years and over","%","50.6"
"Booster 1","2022 May","Graiguecullen -Portarlington, Laois","5 - 11 years","%","0"
"Booster 1","2022 May","Graiguecullen -Portarlington, Laois","12 years and over","%","56.6"
"Booster 1","2022 May","Carlow, Carlow","5 - 11 years","%","0"
"Booster 1","2022 May","Carlow, Carlow","12 years and over","%","52.1"
"Booster 1","2022 May","Tullow, Carlow","5 - 11 years","%","0"
"Booster 1","2022 May","Tullow, Carlow","12 years and over","%","56.2"
"Booster 1","2022 May","Muinebeag, Carlow","5 - 11 years","%","0"
"Booster 1","2022 May","Muinebeag, Carlow","12 years and over","%","62.1"
"Booster 1","2022 May","Manorhamilton, Leitrim","5 - 11 years","%","0"
"Booster 1","2022 May","Manorhamilton, Leitrim","12 years and over","%","57"
"Booster 1","2022 May","Ballinamore, Leitrim","5 - 11 years","%","0"
"Booster 1","2022 May","Ballinamore, Leitrim","12 years and over","%","57.7"
"Booster 1","2022 May","Carrick-On-Shannon, Leitrim","5 - 11 years","%","0"
"Booster 1","2022 May","Carrick-On-Shannon, Leitrim","12 years and over","%","52.2"
"Booster 1","2022 May","Newcastle West, Limerick","5 - 11 years","%","0"
"Booster 1","2022 May","Newcastle West, Limerick","12 years and over","%","61.5"
"Booster 1","2022 May","Adare-Rathkeale, Limerick","5 - 11 years","%","0"
"Booster 1","2022 May","Adare-Rathkeale, Limerick","12 years and over","%","65.2"
"Booster 1","2022 May","Cappamore-Kilmallock, Limerick","5 - 11 years","%","0"
"Booster 1","2022 May","Cappamore-Kilmallock, Limerick","12 years and over","%","63.7"
"Booster 1","2022 May","Limerick City West, Limerick","5 - 11 years","%","0"
"Booster 1","2022 May","Limerick City West, Limerick","12 years and over","%","57.1"
"Booster 1","2022 May","Limerick City North, Limerick","5 - 11 years","%","0"
"Booster 1","2022 May","Limerick City North, Limerick","12 years and over","%","57.8"
"Booster 1","2022 May","Limerick City East, Limerick","5 - 11 years","%","0"
"Booster 1","2022 May","Limerick City East, Limerick","12 years and over","%","58.5"
"Booster 1","2022 May","Granard, Longford","5 - 11 years","%","0"
"Booster 1","2022 May","Granard, Longford","12 years and over","%","57"
"Booster 1","2022 May","Ballymahon, Longford","5 - 11 years","%","0"
"Booster 1","2022 May","Ballymahon, Longford","12 years and over","%","46.8"
"Booster 1","2022 May","Longford, Longford","5 - 11 years","%","0"
"Booster 1","2022 May","Longford, Longford","12 years and over","%","49.3"
"Booster 1","2022 May","Dundalk-Carlingford, Louth","5 - 11 years","%","0"
"Booster 1","2022 May","Dundalk-Carlingford, Louth","12 years and over","%","50.4"
"Booster 1","2022 May","Dundalk South, Louth","5 - 11 years","%","0"
"Booster 1","2022 May","Dundalk South, Louth","12 years and over","%","51.8"
"Booster 1","2022 May","Ardee, Louth","5 - 11 years","%","0"
"Booster 1","2022 May","Ardee, Louth","12 years and over","%","56.4"
"Booster 1","2022 May","Drogheda Rural, Louth","5 - 11 years","%","0"
"Booster 1","2022 May","Drogheda Rural, Louth","12 years and over","%","51.1"
"Booster 1","2022 May","Drogheda Urban, Louth","5 - 11 years","%","0"
"Booster 1","2022 May","Drogheda Urban, Louth","12 years and over","%","54.2"
"Booster 1","2022 May","Ballina, Mayo","5 - 11 years","%","0"
"Booster 1","2022 May","Ballina, Mayo","12 years and over","%","59"
"Booster 1","2022 May","Claremorris, Mayo","5 - 11 years","%","0"
"Booster 1","2022 May","Claremorris, Mayo","12 years and over","%","57.2"
"Booster 1","2022 May","Castlebar, Mayo","5 - 11 years","%","0"
"Booster 1","2022 May","Castlebar, Mayo","12 years and over","%","58.1"
"Booster 1","2022 May","Belmullet, Mayo","5 - 11 years","%","0"
"Booster 1","2022 May","Belmullet, Mayo","12 years and over","%","65.9"
"Booster 1","2022 May","Westport, Mayo","5 - 11 years","%","0"
"Booster 1","2022 May","Westport, Mayo","12 years and over","%","55.8"
"Booster 1","2022 May","Swinford, Mayo","5 - 11 years","%","0"
"Booster 1","2022 May","Swinford, Mayo","12 years and over","%","62.6"
"Booster 1","2022 May","Kells, Meath","5 - 11 years","%","0"
"Booster 1","2022 May","Kells, Meath","12 years and over","%","56"
"Booster 1","2022 May","Laytown-Bettystown, Meath","5 - 11 years","%","0"
"Booster 1","2022 May","Laytown-Bettystown, Meath","12 years and over","%","51.3"
"Booster 1","2022 May","Ashbourne, Meath","5 - 11 years","%","0"
"Booster 1","2022 May","Ashbourne, Meath","12 years and over","%","54.4"
"Booster 1","2022 May","Ratoath, Meath","5 - 11 years","%","0"
"Booster 1","2022 May","Ratoath, Meath","12 years and over","%","57.5"
"Booster 1","2022 May","Trim, Meath","5 - 11 years","%","0"
"Booster 1","2022 May","Trim, Meath","12 years and over","%","55.5"
"Booster 1","2022 May","Navan, Meath","5 - 11 years","%","0"
"Booster 1","2022 May","Navan, Meath","12 years and over","%","48.1"
"Booster 1","2022 May","Monaghan, Monaghan","5 - 11 years","%","0"
"Booster 1","2022 May","Monaghan, Monaghan","12 years and over","%","50.5"
"Booster 1","2022 May","Carrickmacross-Castleblayney, Monaghan","5 - 11 years","%","0"
"Booster 1","2022 May","Carrickmacross-Castleblayney, Monaghan","12 years and over","%","50.8"
"Booster 1","2022 May","Ballybay-Clones, Monaghan","5 - 11 years","%","0"
"Booster 1","2022 May","Ballybay-Clones, Monaghan","12 years and over","%","54.5"
"Booster 1","2022 May","Birr, Offaly","5 - 11 years","%","0"
"Booster 1","2022 May","Birr, Offaly","12 years and over","%","60.8"
"Booster 1","2022 May","Tullamore, Offaly","5 - 11 years","%","0"
"Booster 1","2022 May","Tullamore, Offaly","12 years and over","%","57.8"
"Booster 1","2022 May","Edenderry, Offaly","5 - 11 years","%","0"
"Booster 1","2022 May","Edenderry, Offaly","12 years and over","%","56.4"
"Booster 1","2022 May","Boyle, Roscommon","5 - 11 years","%","0"
"Booster 1","2022 May","Boyle, Roscommon","12 years and over","%","56.7"
"Booster 1","2022 May","Roscommon, Roscommon","5 - 11 years","%","0"
"Booster 1","2022 May","Roscommon, Roscommon","12 years and over","%","59.1"
"Booster 1","2022 May","Athlone, Roscommon","5 - 11 years","%","0"
"Booster 1","2022 May","Athlone, Roscommon","12 years and over","%","57.4"
"Booster 1","2022 May","Ballymote-Tobercurry, Sligo","5 - 11 years","%","0"
"Booster 1","2022 May","Ballymote-Tobercurry, Sligo","12 years and over","%","59.4"
"Booster 1","2022 May","Sligo-Drumcliff, Sligo","5 - 11 years","%","0"
"Booster 1","2022 May","Sligo-Drumcliff, Sligo","12 years and over","%","63"
"Booster 1","2022 May","Sligo-Strandhill, Sligo","5 - 11 years","%","0"
"Booster 1","2022 May","Sligo-Strandhill, Sligo","12 years and over","%","55.7"
"Booster 1","2022 May","Cavan-Belturbet, Cavan","5 - 11 years","%","0"
"Booster 1","2022 May","Cavan-Belturbet, Cavan","12 years and over","%","52.9"
"Booster 1","2022 May","Bailieborough-Cootehill, Cavan","5 - 11 years","%","0"
"Booster 1","2022 May","Bailieborough-Cootehill, Cavan","12 years and over","%","56.4"
"Booster 1","2022 May","Ballyjamesduff, Cavan","5 - 11 years","%","0"
"Booster 1","2022 May","Ballyjamesduff, Cavan","12 years and over","%","57"
"Booster 1","2022 May","Nenagh, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 May","Nenagh, Tipperary","12 years and over","%","58.1"
"Booster 1","2022 May","Roscrea-Templemore, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 May","Roscrea-Templemore, Tipperary","12 years and over","%","60.9"
"Booster 1","2022 May","Carrick-On-Suir, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 May","Carrick-On-Suir, Tipperary","12 years and over","%","60.9"
"Booster 1","2022 May","Clonmel, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 May","Clonmel, Tipperary","12 years and over","%","61.8"
"Booster 1","2022 May","Cashel-Tipperary, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 May","Cashel-Tipperary, Tipperary","12 years and over","%","57.9"
"Booster 1","2022 May","Newport, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 May","Newport, Tipperary","12 years and over","%","62.8"
"Booster 1","2022 May","Thurles, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 May","Thurles, Tipperary","12 years and over","%","60.1"
"Booster 1","2022 May","Cahir, Tipperary","5 - 11 years","%","0"
"Booster 1","2022 May","Cahir, Tipperary","12 years and over","%","56"
"Booster 1","2022 May","Dungarvan, Waterford","5 - 11 years","%","0"
"Booster 1","2022 May","Dungarvan, Waterford","12 years and over","%","58"
"Booster 1","2022 May","Portlaw-Kilmacthomas, Waterford","5 - 11 years","%","0"
"Booster 1","2022 May","Portlaw-Kilmacthomas, Waterford","12 years and over","%","60.5"
"Booster 1","2022 May","Lismore, Waterford","5 - 11 years","%","0"
"Booster 1","2022 May","Lismore, Waterford","12 years and over","%","62.7"
"Booster 1","2022 May","Tramore-Waterford City West, Waterford","5 - 11 years","%","0"
"Booster 1","2022 May","Tramore-Waterford City West, Waterford","12 years and over","%","59.1"
"Booster 1","2022 May","Waterford City South, Waterford","5 - 11 years","%","0"
"Booster 1","2022 May","Waterford City South, Waterford","12 years and over","%","52.3"
"Booster 1","2022 May","Waterford City East, Waterford","5 - 11 years","%","0"
"Booster 1","2022 May","Waterford City East, Waterford","12 years and over","%","62.6"
"Booster 1","2022 May","Athlone, Westmeath","5 - 11 years","%","0"
"Booster 1","2022 May","Athlone, Westmeath","12 years and over","%","59.3"
"Booster 1","2022 May","Moate, Westmeath","5 - 11 years","%","0"
"Booster 1","2022 May","Moate, Westmeath","12 years and over","%","59.1"
"Booster 1","2022 May","Kinnegad, Westmeath","5 - 11 years","%","0"
"Booster 1","2022 May","Kinnegad, Westmeath","12 years and over","%","55.6"
"Booster 1","2022 May","Mullingar, Westmeath","5 - 11 years","%","0"
"Booster 1","2022 May","Mullingar, Westmeath","12 years and over","%","52.5"
"Booster 1","2022 May","Gorey, Wexford","5 - 11 years","%","0"
"Booster 1","2022 May","Gorey, Wexford","12 years and over","%","55.6"
"Booster 1","2022 May","Kilmuckridge, Wexford","5 - 11 years","%","0"
"Booster 1","2022 May","Kilmuckridge, Wexford","12 years and over","%","62"
"Booster 1","2022 May","New Ross, Wexford","5 - 11 years","%","0"
"Booster 1","2022 May","New Ross, Wexford","12 years and over","%","57"
"Booster 1","2022 May","Rosslare, Wexford","5 - 11 years","%","0"
"Booster 1","2022 May","Rosslare, Wexford","12 years and over","%","63.1"
"Booster 1","2022 May","Wexford, Wexford","5 - 11 years","%","0"
"Booster 1","2022 May","Wexford, Wexford","12 years and over","%","61.1"
"Booster 1","2022 May","Enniscorthy, Wexford","5 - 11 years","%","0"
"Booster 1","2022 May","Enniscorthy, Wexford","12 years and over","%","58.2"
"Booster 1","2022 May","Baltinglass, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 May","Baltinglass, Wicklow","12 years and over","%","58.4"
"Booster 1","2022 May","Bray West, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 May","Bray West, Wicklow","12 years and over","%","63.6"
"Booster 1","2022 May","Greystones, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 May","Greystones, Wicklow","12 years and over","%","62.7"
"Booster 1","2022 May","Wicklow, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 May","Wicklow, Wicklow","12 years and over","%","59.6"
"Booster 1","2022 May","Arklow, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 May","Arklow, Wicklow","12 years and over","%","58.2"
"Booster 1","2022 May","Bray East, Wicklow","5 - 11 years","%","0"
"Booster 1","2022 May","Bray East, Wicklow","12 years and over","%","65.6"
"Booster 1","2022 May","Rush-Lusk, Fingal","5 - 11 years","%","0"
"Booster 1","2022 May","Rush-Lusk, Fingal","12 years and over","%","55.1"
